"zip_code","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","Year","city","county"
60162,850,970,1130,1440,1720,2019,"Hillside","Cook"
60163,880,1010,1170,1490,1780,2019,"Berkeley","Cook"
60164,730,840,970,1230,1480,2019,"Melrose Park","Cook"
60165,900,1030,1190,1510,1810,2019,"Stone Park","Cook"
60169,970,1110,1290,1640,1960,2019,"Hoffman Estates","Cook"
60171,780,900,1040,1320,1580,2019,"River Grove","Cook"
60173,1250,1430,1660,2110,2530,2019,"Schaumburg","Cook"
60176,780,890,1030,1310,1570,2019,"Schiller Park","Cook"
60192,1370,1570,1820,2320,2770,2019,"Schaumburg","Cook"
60193,1150,1320,1530,1950,2330,2019,"Schaumburg","Cook"
60194,1210,1380,1600,2040,2430,2019,"Schaumburg","Cook"
60195,1030,1180,1370,1740,2080,2019,"Schaumburg","Cook"
60201,1270,1450,1680,2140,2560,2019,"Evanston","Cook"
60202,1110,1270,1470,1870,2240,2019,"Evanston","Cook"
60203,1330,1520,1760,2240,2680,2019,"Evanston","Cook"
60301,1370,1570,1820,2320,2770,2019,"Oak Park","Cook"
60302,1220,1390,1610,2050,2450,2019,"Oak Park","Cook"
60304,980,1120,1300,1650,1980,2019,"Oak Park","Cook"
60305,1100,1260,1460,1860,2220,2019,"River Forest","Cook"
60402,860,980,1140,1450,1730,2019,"Berwyn","Cook"
60406,730,840,970,1230,1480,2019,"Blue Island","Cook"
60409,880,1000,1160,1480,1760,2019,"Calumet City","Cook"
60411,790,900,1050,1340,1600,2019,"Chicago Heights","Cook"
60415,820,930,1080,1370,1640,2019,"Chicago Ridge","Cook"
60418,890,1020,1180,1500,1800,2019,"Crestwood","Cook"
60419,1000,1150,1330,1690,2020,2019,"Dolton","Cook"
60422,1370,1570,1820,2320,2770,2019,"Flossmoor","Cook"
60425,860,980,1140,1450,1730,2019,"Glenwood","Cook"
60426,700,800,930,1180,1410,2019,"Harvey","Cook"
60428,1060,1210,1400,1780,2130,2019,"Markham","Cook"
60429,1120,1270,1480,1880,2250,2019,"Hazel Crest","Cook"
60430,1010,1150,1340,1710,2040,2019,"Homewood","Cook"
60438,850,970,1130,1440,1720,2019,"Lansing","Cook"
60443,1010,1150,1340,1710,2040,2019,"Matteson","Cook"
60445,810,920,1070,1360,1630,2019,"Midlothian","Cook"
60452,820,940,1090,1390,1660,2019,"Oak Forest","Cook"
60453,940,1080,1250,1590,1900,2019,"Oak Lawn","Cook"
60455,780,900,1040,1320,1580,2019,"Bridgeview","Cook"
60456,890,1020,1180,1500,1800,2019,"Hometown","Cook"
60457,790,900,1050,1340,1600,2019,"Hickory Hills","Cook"
60458,820,940,1090,1390,1660,2019,"Justice","Cook"
60459,920,1050,1220,1550,1860,2019,"Burbank","Cook"
60461,1370,1570,1820,2320,2770,2019,"Olympia Fields","Cook"
60462,950,1090,1260,1600,1920,2019,"Orland Park","Cook"
60463,1370,1570,1820,2320,2770,2019,"Palos Heights","Cook"
60464,990,1140,1330,1690,1990,2019,"Palos Park","Cook"
60465,900,1030,1190,1510,1810,2019,"Palos Hills","Cook"
60466,940,1070,1240,1580,1890,2019,"Park Forest","Cook"
60467,1370,1570,1820,2320,2770,2019,"Orland Park","Cook"
60469,930,1060,1230,1570,1870,2019,"Posen","Cook"
60471,910,1040,1210,1540,1840,2019,"Richton Park","Cook"
60472,770,880,1020,1300,1550,2019,"Robbins","Cook"
60473,1270,1450,1680,2140,2560,2019,"South Holland","Cook"
60475,750,860,1000,1270,1520,2019,"Steger","Cook"
60476,680,780,900,1150,1370,2019,"Thornton","Cook"
60477,940,1070,1240,1580,1890,2019,"Tinley Park","Cook"
60478,1210,1380,1600,2040,2430,2019,"Country Club Hills","Cook"
60480,880,1010,1170,1490,1780,2019,"Willow Springs","Cook"
60482,780,890,1030,1310,1570,2019,"Worth","Cook"
60487,910,1040,1210,1540,1840,2019,"Tinley Park","Cook"
60501,740,840,980,1250,1490,2019,"Summit Argo","Cook"
60513,870,990,1150,1460,1750,2019,"Brookfield","Cook"
60525,910,1040,1210,1540,1840,2019,"La Grange","Cook"
60526,880,1000,1160,1480,1760,2019,"La Grange Park","Cook"
60534,860,980,1140,1450,1730,2019,"Lyons","Cook"
60546,800,910,1060,1350,1610,2019,"Riverside","Cook"
60558,1370,1570,1820,2320,2770,2019,"Western Springs","Cook"
60601,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60602,990,1140,1330,1690,1990,2019,"Chicago","Cook"
60603,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60604,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60605,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60606,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60607,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60608,720,820,950,1210,1450,2019,"Chicago","Cook"
60609,680,780,900,1150,1370,2019,"Chicago","Cook"
60610,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60611,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60612,970,1100,1280,1630,1950,2019,"Chicago","Cook"
60613,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60614,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60615,1060,1210,1410,1790,2140,2019,"Chicago","Cook"
60616,870,990,1150,1460,1750,2019,"Chicago","Cook"
60617,720,820,950,1210,1450,2019,"Chicago","Cook"
60618,960,1090,1270,1620,1930,2019,"Chicago","Cook"
60619,820,940,1090,1390,1660,2019,"Chicago","Cook"
60620,820,930,1080,1370,1640,2019,"Chicago","Cook"
60621,750,850,990,1260,1510,2019,"Chicago","Cook"
60622,1100,1260,1460,1860,2220,2019,"Chicago","Cook"
60623,680,780,900,1150,1370,2019,"Chicago","Cook"
60624,800,910,1060,1350,1610,2019,"Chicago","Cook"
60625,990,1130,1310,1670,1990,2019,"Chicago","Cook"
60626,1030,1180,1370,1740,2080,2019,"Chicago","Cook"
60628,790,900,1050,1340,1600,2019,"Chicago","Cook"
60629,780,890,1030,1310,1570,2019,"Chicago","Cook"
60630,930,1060,1230,1570,1870,2019,"Chicago","Cook"
60631,970,1100,1280,1630,1950,2019,"Chicago","Cook"
60632,720,830,960,1220,1460,2019,"Chicago","Cook"
60633,780,890,1030,1310,1570,2019,"Chicago","Cook"
60634,890,1020,1180,1500,1800,2019,"Chicago","Cook"
60636,760,870,1010,1290,1540,2019,"Chicago","Cook"
60637,840,960,1110,1410,1690,2019,"Chicago","Cook"
60638,820,940,1090,1390,1660,2019,"Chicago","Cook"
60639,830,950,1100,1400,1670,2019,"Chicago","Cook"
60640,1120,1270,1480,1880,2250,2019,"Chicago","Cook"
60641,880,1000,1160,1480,1760,2019,"Chicago","Cook"
60642,1180,1340,1560,1990,2370,2019,"Chicago","Cook"
60643,820,940,1090,1390,1660,2019,"Chicago","Cook"
60644,830,950,1100,1400,1670,2019,"Chicago","Cook"
60645,980,1120,1300,1650,1980,2019,"Chicago","Cook"
60646,800,910,1060,1350,1610,2019,"Chicago","Cook"
60647,970,1100,1280,1630,1950,2019,"Chicago","Cook"
60649,840,960,1110,1410,1690,2019,"Chicago","Cook"
60651,810,920,1070,1360,1630,2019,"Chicago","Cook"
60652,890,1020,1180,1500,1800,2019,"Chicago","Cook"
60653,800,910,1060,1350,1610,2019,"Chicago","Cook"
60654,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60655,910,1040,1210,1540,1840,2019,"Chicago","Cook"
60656,920,1050,1220,1550,1860,2019,"Chicago","Cook"
60657,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60659,970,1100,1280,1630,1950,2019,"Chicago","Cook"
60660,1150,1310,1520,1930,2310,2019,"Chicago","Cook"
60661,1370,1570,1820,2320,2770,2019,"Chicago","Cook"
60706,860,980,1140,1450,1730,2019,"Harwood Heights","Cook"
60707,880,1010,1170,1490,1780,2019,"Elmwood Park","Cook"
60712,1370,1570,1820,2320,2770,2019,"Lincolnwood","Cook"
60714,880,1000,1160,1480,1760,2019,"Niles","Cook"
60803,810,920,1070,1360,1630,2019,"Alsip","Cook"
60804,770,880,1020,1300,1550,2019,"Cicero","Cook"
60805,840,960,1110,1410,1690,2019,"Evergreen Park","Cook"
60827,750,850,990,1260,1510,2019,"Riverdale","Cook"
60004,1020,1180,1370,1740,2090,2018,"Arlington Heights","Cook"
60005,930,1080,1250,1590,1910,2018,"Arlington Heights","Cook"
60007,910,1050,1220,1550,1860,2018,"Elk Grove Village","Cook"
60008,1010,1160,1360,1720,2060,2018,"Rolling Meadows","Cook"
60016,980,1120,1310,1660,1990,2018,"Des Plaines","Cook"
60018,780,900,1040,1330,1580,2018,"Des Plaines","Cook"
60022,1200,1390,1610,2050,2450,2018,"Glencoe","Cook"
60025,1020,1180,1370,1740,2080,2018,"Glenview","Cook"
60026,1200,1380,1610,2040,2440,2018,"Glenview Nas","Cook"
60029,860,990,1160,1470,1760,2018,"Golf","Cook"
60043,1100,1260,1470,1870,2210,2018,"Kenilworth","Cook"
60053,1310,1520,1760,2240,2680,2018,"Morton Grove","Cook"
60056,940,1080,1260,1600,1910,2018,"Mount Prospect","Cook"
60062,1320,1520,1760,2240,2680,2018,"Northbrook","Cook"
60067,1020,1170,1370,1740,2080,2018,"Palatine","Cook"
60068,1010,1160,1350,1720,2050,2018,"Park Ridge","Cook"
60070,830,960,1120,1420,1700,2018,"Prospect Heights","Cook"
60074,960,1100,1280,1630,1950,2018,"Palatine","Cook"
60076,1020,1170,1360,1730,2070,2018,"Skokie","Cook"
60077,950,1100,1280,1620,1940,2018,"Skokie","Cook"
60090,950,1090,1270,1620,1930,2018,"Wheeling","Cook"
60091,1320,1520,1770,2250,2690,2018,"Wilmette","Cook"
60093,1320,1520,1770,2250,2690,2018,"Winnetka","Cook"
60103,1100,1260,1470,1870,2240,2018,"Bartlett","Cook"
60104,870,1010,1170,1490,1780,2018,"Bellwood","Cook"
60107,1280,1480,1720,2190,2620,2018,"Streamwood","Cook"
60130,830,960,1110,1420,1690,2018,"Forest Park","Cook"
60131,720,830,970,1240,1480,2018,"Franklin Park","Cook"
60133,990,1140,1330,1690,2020,2018,"Hanover Park","Cook"
60141,860,990,1160,1470,1760,2018,"Hines","Cook"
60153,780,900,1040,1330,1590,2018,"Maywood","Cook"
60154,1130,1300,1510,1920,2300,2018,"Westchester","Cook"
60155,740,850,990,1270,1510,2018,"Broadview","Cook"
60160,760,870,1020,1290,1550,2018,"Melrose Park","Cook"
60162,810,930,1080,1370,1640,2018,"Hillside","Cook"
60163,860,990,1160,1470,1760,2018,"Berkeley","Cook"
60164,710,810,950,1210,1440,2018,"Melrose Park","Cook"
60165,830,960,1120,1420,1700,2018,"Stone Park","Cook"
60169,920,1060,1240,1580,1880,2018,"Hoffman Estates","Cook"
60171,770,880,1030,1310,1570,2018,"River Grove","Cook"
60173,1220,1410,1640,2080,2490,2018,"Schaumburg","Cook"
60176,750,870,1010,1280,1540,2018,"Schiller Park","Cook"
60192,1320,1520,1770,2250,2690,2018,"Schaumburg","Cook"
60193,1100,1270,1480,1880,2250,2018,"Schaumburg","Cook"
60194,1140,1310,1530,1940,2320,2018,"Schaumburg","Cook"
60195,1010,1160,1360,1720,2060,2018,"Schaumburg","Cook"
60201,1230,1420,1650,2100,2510,2018,"Evanston","Cook"
60202,1090,1250,1460,1850,2220,2018,"Evanston","Cook"
60203,1300,1490,1740,2210,2640,2018,"Evanston","Cook"
60301,1310,1510,1760,2240,2670,2018,"Oak Park","Cook"
60302,1170,1340,1560,1990,2380,2018,"Oak Park","Cook"
60304,940,1080,1260,1600,1920,2018,"Oak Park","Cook"
60305,1030,1190,1380,1760,2100,2018,"River Forest","Cook"
60402,840,970,1130,1440,1720,2018,"Berwyn","Cook"
60406,720,830,970,1230,1470,2018,"Blue Island","Cook"
60409,850,980,1140,1450,1730,2018,"Calumet City","Cook"
60411,770,880,1030,1310,1560,2018,"Chicago Heights","Cook"
60415,780,900,1050,1340,1600,2018,"Chicago Ridge","Cook"
60419,980,1130,1310,1670,1990,2018,"Dolton","Cook"
60422,1320,1520,1770,2250,2690,2018,"Flossmoor","Cook"
60425,840,970,1130,1430,1710,2018,"Glenwood","Cook"
60426,770,880,1030,1310,1560,2018,"Harvey","Cook"
60428,1050,1220,1410,1800,2150,2018,"Markham","Cook"
60429,1070,1230,1430,1820,2180,2018,"Hazel Crest","Cook"
60430,950,1100,1280,1620,1940,2018,"Homewood","Cook"
60438,830,960,1110,1410,1690,2018,"Lansing","Cook"
60443,970,1120,1310,1660,1990,2018,"Matteson","Cook"
60445,790,910,1060,1350,1610,2018,"Midlothian","Cook"
60452,810,930,1090,1380,1650,2018,"Oak Forest","Cook"
60453,920,1060,1230,1570,1870,2018,"Oak Lawn","Cook"
60455,780,900,1050,1330,1590,2018,"Bridgeview","Cook"
60456,860,990,1160,1470,1760,2018,"Hometown","Cook"
60457,770,890,1040,1320,1580,2018,"Hickory Hills","Cook"
60458,800,920,1070,1360,1620,2018,"Justice","Cook"
60459,900,1030,1200,1530,1830,2018,"Burbank","Cook"
60461,860,990,1160,1470,1760,2018,"Olympia Fields","Cook"
60462,910,1050,1220,1560,1860,2018,"Orland Park","Cook"
60463,1320,1520,1770,2250,2690,2018,"Palos Heights","Cook"
60464,1100,1260,1470,1870,2210,2018,"Palos Park","Cook"
60465,860,1000,1160,1480,1760,2018,"Palos Hills","Cook"
60466,890,1020,1190,1520,1810,2018,"Park Forest","Cook"
60467,1320,1520,1770,2250,2690,2018,"Orland Park","Cook"
60469,920,1070,1240,1580,1890,2018,"Posen","Cook"
60471,870,1000,1170,1480,1770,2018,"Richton Park","Cook"
60472,740,850,990,1260,1510,2018,"Robbins","Cook"
60473,1240,1420,1660,2110,2520,2018,"South Holland","Cook"
60475,740,850,990,1260,1510,2018,"Steger","Cook"
60476,640,730,850,1090,1300,2018,"Thornton","Cook"
60477,890,1030,1190,1520,1820,2018,"Tinley Park","Cook"
60478,1200,1380,1610,2050,2450,2018,"Country Club Hills","Cook"
60480,820,950,1100,1400,1670,2018,"Willow Springs","Cook"
60482,760,880,1030,1300,1560,2018,"Worth","Cook"
60487,900,1030,1200,1530,1830,2018,"Tinley Park","Cook"
60501,730,840,970,1240,1480,2018,"Summit Argo","Cook"
60513,840,970,1130,1440,1720,2018,"Brookfield","Cook"
60525,900,1040,1210,1540,1840,2018,"La Grange","Cook"
60526,850,980,1140,1450,1740,2018,"La Grange Park","Cook"
60534,840,960,1120,1430,1710,2018,"Lyons","Cook"
60546,770,890,1040,1320,1580,2018,"Riverside","Cook"
60558,1320,1520,1770,2250,2690,2018,"Western Springs","Cook"
60601,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60602,1100,1260,1470,1870,2210,2018,"Chicago","Cook"
60603,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60604,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60605,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60606,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60607,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60608,690,800,930,1180,1410,2018,"Chicago","Cook"
60609,660,760,880,1130,1340,2018,"Chicago","Cook"
60610,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60611,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60612,930,1070,1240,1580,1890,2018,"Chicago","Cook"
60613,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60614,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60615,1030,1180,1380,1750,2090,2018,"Chicago","Cook"
60616,850,980,1140,1450,1730,2018,"Chicago","Cook"
60617,700,810,940,1200,1430,2018,"Chicago","Cook"
60618,920,1060,1240,1570,1880,2018,"Chicago","Cook"
60619,810,930,1090,1380,1650,2018,"Chicago","Cook"
60620,810,930,1080,1380,1650,2018,"Chicago","Cook"
60621,740,860,1000,1270,1520,2018,"Chicago","Cook"
60622,1050,1210,1410,1790,2140,2018,"Chicago","Cook"
60623,660,760,890,1130,1350,2018,"Chicago","Cook"
60624,800,920,1070,1370,1630,2018,"Chicago","Cook"
60625,950,1090,1270,1610,1930,2018,"Chicago","Cook"
60626,1000,1150,1340,1700,2030,2018,"Chicago","Cook"
60628,790,910,1060,1340,1610,2018,"Chicago","Cook"
60629,770,880,1030,1310,1560,2018,"Chicago","Cook"
60630,920,1060,1230,1560,1870,2018,"Chicago","Cook"
60631,970,1120,1310,1660,1980,2018,"Chicago","Cook"
60632,710,810,950,1200,1440,2018,"Chicago","Cook"
60633,760,880,1020,1300,1560,2018,"Chicago","Cook"
60634,860,990,1150,1470,1760,2018,"Chicago","Cook"
60636,750,870,1010,1280,1530,2018,"Chicago","Cook"
60637,820,950,1100,1400,1670,2018,"Chicago","Cook"
60638,800,920,1070,1370,1630,2018,"Chicago","Cook"
60639,810,930,1090,1380,1650,2018,"Chicago","Cook"
60640,1080,1240,1440,1840,2190,2018,"Chicago","Cook"
60641,850,980,1140,1460,1740,2018,"Chicago","Cook"
60642,1110,1280,1490,1900,2270,2018,"Chicago","Cook"
60643,790,910,1060,1350,1620,2018,"Chicago","Cook"
60644,820,940,1090,1390,1660,2018,"Chicago","Cook"
60645,960,1100,1280,1630,1950,2018,"Chicago","Cook"
60646,770,890,1030,1320,1570,2018,"Chicago","Cook"
60647,920,1060,1240,1570,1880,2018,"Chicago","Cook"
60649,820,940,1100,1400,1670,2018,"Chicago","Cook"
60651,800,920,1070,1370,1630,2018,"Chicago","Cook"
60652,880,1010,1180,1490,1790,2018,"Chicago","Cook"
60653,780,900,1040,1330,1580,2018,"Chicago","Cook"
60654,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60655,890,1020,1190,1520,1810,2018,"Chicago","Cook"
60656,910,1050,1220,1550,1860,2018,"Chicago","Cook"
60657,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60659,930,1070,1250,1590,1900,2018,"Chicago","Cook"
60660,1100,1270,1480,1880,2250,2018,"Chicago","Cook"
60661,1320,1520,1770,2250,2690,2018,"Chicago","Cook"
60706,840,970,1130,1440,1720,2018,"Harwood Heights","Cook"
60707,860,990,1150,1470,1750,2018,"Elmwood Park","Cook"
60712,1320,1520,1770,2250,2690,2018,"Lincolnwood","Cook"
60714,850,980,1140,1450,1730,2018,"Niles","Cook"
60803,790,910,1060,1350,1620,2018,"Alsip","Cook"
60804,750,860,1010,1280,1530,2018,"Cicero","Cook"
60805,800,920,1080,1370,1640,2018,"Evergreen Park","Cook"
60827,770,890,1040,1320,1580,2018,"Riverdale","Cook"
60004,970,1110,1290,1640,1950,2017,"Arlington Heights","Cook"
60005,890,1020,1190,1520,1800,2017,"Arlington Heights","Cook"
60007,840,960,1120,1430,1690,2017,"Elk Grove Village","Cook"
60008,940,1070,1250,1590,1890,2017,"Rolling Meadows","Cook"
60016,830,950,1110,1410,1680,2017,"Des Plaines","Cook"
60018,730,840,980,1250,1480,2017,"Des Plaines","Cook"
60022,1220,1400,1630,2080,2460,2017,"Glencoe","Cook"
60025,970,1120,1300,1660,1970,2017,"Glenview","Cook"
60026,1090,1250,1460,1860,2210,2017,"Glenview Nas","Cook"
60029,820,940,1090,1390,1650,2017,"Golf","Cook"
60043,1220,1400,1630,2080,2460,2017,"Kenilworth","Cook"
60053,1210,1380,1610,2050,2430,2017,"Morton Grove","Cook"
60056,810,930,1080,1380,1630,2017,"Mount Prospect","Cook"
60062,1220,1400,1630,2080,2460,2017,"Northbrook","Cook"
60067,970,1120,1300,1660,1970,2017,"Palatine","Cook"
60068,950,1090,1270,1620,1920,2017,"Park Ridge","Cook"
60070,810,930,1080,1380,1630,2017,"Prospect Heights","Cook"
60074,890,1020,1190,1520,1800,2017,"Palatine","Cook"
60076,960,1100,1280,1630,1940,2017,"Skokie","Cook"
60077,890,1020,1190,1520,1800,2017,"Skokie","Cook"
60090,860,990,1150,1470,1740,2017,"Wheeling","Cook"
60091,1220,1400,1630,2080,2460,2017,"Wilmette","Cook"
60093,1220,1400,1630,2080,2460,2017,"Winnetka","Cook"
60103,1050,1200,1400,1780,2120,2017,"Bartlett","Cook"
60104,820,940,1090,1390,1650,2017,"Bellwood","Cook"
60107,1220,1400,1630,2080,2460,2017,"Streamwood","Cook"
60130,790,900,1050,1340,1590,2017,"Forest Park","Cook"
60131,690,790,920,1170,1390,2017,"Franklin Park","Cook"
60133,910,1050,1220,1550,1840,2017,"Hanover Park","Cook"
60141,820,940,1090,1390,1650,2017,"Hines","Cook"
60153,730,840,980,1250,1480,2017,"Maywood","Cook"
60154,1150,1320,1540,1960,2330,2017,"Westchester","Cook"
60155,700,800,930,1190,1410,2017,"Broadview","Cook"
60160,730,830,970,1240,1470,2017,"Melrose Park","Cook"
60162,740,850,990,1260,1500,2017,"Hillside","Cook"
60163,820,940,1090,1390,1650,2017,"Berkeley","Cook"
60164,670,770,900,1150,1360,2017,"Melrose Park","Cook"
60165,760,880,1020,1300,1540,2017,"Stone Park","Cook"
60169,870,1000,1160,1480,1750,2017,"Hoffman Estates","Cook"
60171,730,830,970,1240,1470,2017,"River Grove","Cook"
60173,1020,1170,1360,1730,2060,2017,"Schaumburg","Cook"
60176,720,830,960,1220,1450,2017,"Schiller Park","Cook"
60192,1220,1400,1630,2080,2460,2017,"Schaumburg","Cook"
60193,1000,1140,1330,1700,2010,2017,"Schaumburg","Cook"
60194,1030,1190,1380,1760,2090,2017,"Schaumburg","Cook"
60195,970,1120,1300,1660,1970,2017,"Schaumburg","Cook"
60201,1070,1230,1430,1820,2160,2017,"Evanston","Cook"
60202,920,1060,1230,1570,1860,2017,"Evanston","Cook"
60203,1180,1350,1570,2000,2370,2017,"Evanston","Cook"
60301,1200,1380,1600,2040,2420,2017,"Oak Park","Cook"
60302,830,950,1110,1410,1680,2017,"Oak Park","Cook"
60304,860,990,1150,1470,1740,2017,"Oak Park","Cook"
60305,920,1060,1230,1570,1860,2017,"River Forest","Cook"
60402,760,870,1010,1290,1530,2017,"Berwyn","Cook"
60406,690,790,920,1170,1390,2017,"Blue Island","Cook"
60409,760,870,1010,1290,1530,2017,"Calumet City","Cook"
60411,780,890,1040,1330,1570,2017,"Chicago Heights","Cook"
60415,730,840,980,1250,1480,2017,"Chicago Ridge","Cook"
60419,930,1070,1240,1580,1870,2017,"Dolton","Cook"
60422,1130,1300,1510,1920,2280,2017,"Flossmoor","Cook"
60425,820,940,1090,1390,1650,2017,"Glenwood","Cook"
60426,750,860,1000,1270,1510,2017,"Harvey","Cook"
60428,1050,1200,1400,1780,2120,2017,"Markham","Cook"
60429,1060,1210,1410,1800,2130,2017,"Hazel Crest","Cook"
60430,860,990,1150,1470,1740,2017,"Homewood","Cook"
60438,780,890,1040,1330,1570,2017,"Lansing","Cook"
60443,940,1070,1250,1590,1890,2017,"Matteson","Cook"
60445,760,870,1010,1290,1530,2017,"Midlothian","Cook"
60452,790,900,1050,1340,1590,2017,"Oak Forest","Cook"
60453,810,930,1080,1380,1630,2017,"Oak Lawn","Cook"
60455,740,850,990,1260,1500,2017,"Bridgeview","Cook"
60456,510,580,680,870,1030,2017,"Hometown","Cook"
60457,730,830,970,1240,1470,2017,"Hickory Hills","Cook"
60458,760,870,1010,1290,1530,2017,"Justice","Cook"
60459,850,970,1130,1440,1710,2017,"Burbank","Cook"
60461,820,940,1090,1390,1650,2017,"Olympia Fields","Cook"
60462,850,980,1140,1450,1720,2017,"Orland Park","Cook"
60463,1220,1400,1630,2080,2460,2017,"Palos Heights","Cook"
60464,1220,1400,1630,2080,2460,2017,"Palos Park","Cook"
60465,820,940,1090,1390,1650,2017,"Palos Hills","Cook"
60466,830,950,1110,1410,1680,2017,"Park Forest","Cook"
60467,1220,1400,1630,2080,2460,2017,"Orland Park","Cook"
60469,880,1010,1170,1490,1770,2017,"Posen","Cook"
60471,820,940,1090,1390,1650,2017,"Richton Park","Cook"
60472,700,800,930,1190,1410,2017,"Robbins","Cook"
60473,1180,1350,1570,2000,2370,2017,"South Holland","Cook"
60475,700,810,940,1200,1420,2017,"Steger","Cook"
60476,620,710,830,1060,1250,2017,"Thornton","Cook"
60477,830,950,1110,1410,1680,2017,"Tinley Park","Cook"
60478,1180,1360,1580,2010,2390,2017,"Country Club Hills","Cook"
60480,730,830,970,1240,1470,2017,"Willow Springs","Cook"
60482,730,840,980,1250,1480,2017,"Worth","Cook"
60487,890,1020,1190,1520,1800,2017,"Tinley Park","Cook"
60501,700,810,940,1200,1420,2017,"Summit Argo","Cook"
60513,800,920,1070,1360,1620,2017,"Brookfield","Cook"
60525,820,940,1090,1390,1650,2017,"La Grange","Cook"
60526,820,940,1090,1390,1650,2017,"La Grange Park","Cook"
60534,800,920,1070,1360,1620,2017,"Lyons","Cook"
60546,730,830,970,1240,1470,2017,"Riverside","Cook"
60558,1220,1400,1630,2080,2460,2017,"Western Springs","Cook"
60601,1220,1400,1630,2080,2460,2017,"Chicago","Cook"
